"N","instance_id","label","node_id","total_success","success_rate","label_freq_rank","definition","raw_image_breadth","norm_image_breadth","num_imgs","min_img","max_img","num_adopters","prop_adopters"
24,717,"frog",69462,86,0.86,2,"short and 4 appendages",4594,1613,40,600,877,18,0.75
24,717,"frog",69460,86,0.86,2,"A slippery fellow with long legs, and webbed feet.",4594,1613,40,600,877,18,0.75
24,717,"frog",69517,86,0.86,2,"on all fours",4594,1613,40,600,877,18,0.75
24,717,"frog",69494,86,0.86,2,"a frog is a insect that has bowed legs and jumps",4594,1613,40,600,877,18,0.75
24,718,"crab",65597,110,0.873015873,2,"A little sea creature.",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",64857,110,0.873015873,2,"A red snappy animal",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",64419,110,0.873015873,2,"It's also shaped like an X, but flatter and perhaps wider than a frog.",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",65611,110,0.873015873,2,"a small crustacean with claws",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",65282,110,0.873015873,2,"Crab is the scrunched down ""x"".",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",66884,110,0.873015873,2,"fat and 4 appendages",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",66000,110,0.873015873,2,"I'll keep going here with this -- a shelled arachnid that lives in the water.",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",65446,110,0.873015873,2,"Looks like the sun sign for cancer.",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",67260,110,0.873015873,2,"GOOD FOOD",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",66431,110,0.873015873,2,"crustacean",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",65483,110,0.873015873,2,"and sea crustacean with 2 large front claws",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",67305,110,0.873015873,2,"a small animal on the beach",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",66559,110,0.873015873,2,"an animal that lives on the beach",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",69489,110,0.873015873,2,"Squat with raised claws",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",69264,110,0.873015873,2,"a short creature with claws that walks sideways",3768,2556,45,464,811,19,0.791666666666667
24,718,"crab",66670,110,0.873015873,2,"A crab lives in or near the ocean. It has 2 pinchers on the front of it's body and scuttles around.",3768,2556,45,464,811,19,0.791666666666667
24,718,"frog",64419,132,0.929577465,1,"It's shaped like an X, but more filled-out.",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",66559,132,0.929577465,1,"An amphibian animal that hops.",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",69264,132,0.929577465,1,"an animal with four legs that jumps",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",64857,132,0.929577465,1,"A green jumping animal",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",66670,132,0.929577465,1,"An amphibian who likes both land and water. It can jump really high and eats bugs with it's long tongue.",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",69489,132,0.929577465,1,"Four limbs jumping",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",65282,132,0.929577465,1,"Frog is the stretched out ""x"".",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",66884,132,0.929577465,1,"fat and 4 appendages",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",66000,132,0.929577465,1,"? -- I guess, an animal, an amphibian. I'm not sure what you're looking for. A hopping small amphibian.",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",65446,132,0.929577465,1,"Looks like a squatting reptile.",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",67260,132,0.929577465,1,"A SLIMY CREATURE",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",66431,132,0.929577465,1,"an amphiban",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",65483,132,0.929577465,1,"an amphibiban with large hind legs used for jumping",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",67305,132,0.929577465,1,"a small animal",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",65611,132,0.929577465,1,"a small amphibian with 4 legs",4152,1494,59,608,841,16,0.666666666666667
24,718,"frog",65597,132,0.929577465,1,"A small green amphibian.",4152,1494,59,608,841,16,0.666666666666667
24,718,"rabbit",66670,52,0.928571429,3,"A rabbit is a furry mammal that hops around. It's an herbivore and has long ears.",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",66559,52,0.928571429,3,"A animal that hops everywhere.",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",65282,52,0.928571429,3,"Rabbit had the two ""ear blobs"" on top.",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",66884,52,0.928571429,3,"fat and furry",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",66000,52,0.928571429,3,"A fluffy small rodent, a mammal, that has big ears. (Sorry, I'm not sure what you're asking in these 'what's a x' for animals here.)",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",65446,52,0.928571429,3,"Looks like bunny ears.",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",67260,52,0.928571429,3,"FLUFFY",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",66431,52,0.928571429,3,"mammal with two long ears",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",65483,52,0.928571429,3,"a small mammal with 2 big ears",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",67305,52,0.928571429,3,"a furry mammal",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",64419,52,0.928571429,3,"It's like an X, but it's got two extending arms above that look like long ears.",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",65597,52,0.928571429,3,"A cute little fluffy animal.",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",69264,52,0.928571429,3,"an animal with tall ears that jumps around",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",64857,52,0.928571429,3,"A hopping animal",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",65611,52,0.928571429,3,"a small mammal with large ears",2469,2469,24,860,1054,13,0.541666666666667
24,718,"rabbit",69489,52,0.928571429,3,"Talk ears",2469,2469,24,860,1054,13,0.541666666666667
24,727,"ball",72017,76,0.88372093,3,"A bunny is a soft animal that eats carrots and hops",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72519,76,0.88372093,3,"nice animal",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72272,76,0.88372093,3,"Floppy eared animal",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72058,76,0.88372093,3,"had the bunny ears on top",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72550,76,0.88372093,3,"big ears , oval face and legs",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72195,76,0.88372093,3,"two floppy ears",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72117,76,0.88372093,3,"A baby rabbit",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72602,76,0.88372093,3,"A bunny is an animal that hops and has big ears and likes to eat carrots.",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72228,76,0.88372093,3,"Tall ears!",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71658,76,0.88372093,3,"A shape that has two bunny-like ears defined at the top of it",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72618,76,0.88372093,3,"A cute animal that eats carrots and has two upright ears",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71753,76,0.88372093,3,"The shape seems to have big ears, so bunny",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71666,76,0.88372093,3,"Fluffy with big pointing ears",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72662,76,0.88372093,3,"A taller shape with high ears like a bunny",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71774,76,0.88372093,3,"A skinny shape with long and tall ears",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71688,76,0.88372093,3,"fuzzy animal with long ears and cotton ball tail.",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72707,76,0.88372093,3,"young rabbit",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71987,76,0.88372093,3,"floppy ears, little nose, and cute eyes",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71702,76,0.88372093,3,"A rabbit",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72752,76,0.88372093,3,"floppy ears",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72000,76,0.88372093,3,"a land animal",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",71739,76,0.88372093,3,"A rabbit",266682,22464,37,4,1496,20,0.833333333333333
24,727,"ball",72842,76,0.88372093,3,"a friendly animal sometimes and Easter",266682,22464,37,4,1496,20,0.833333333333333
24,727,"crab",71774,138,0.92,2,"A short and wide shape with claws on both sides.",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",71753,138,0.92,2,"A shape seems like crab",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72000,138,0.92,2,"a sea animal",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",71987,138,0.92,2,"2 claws up, a few feet on the ground, and wide stance",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",71658,138,0.92,2,"Something that appears to be a crab looking at you with the claws up.",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72017,138,0.92,2,"A crab is a sea creature with claws",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72618,138,0.92,2,"A sea creature that pinches",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",71666,138,0.92,2,"Hard shelled creature with claws",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72058,138,0.92,2,"looked like the shape of a crab",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72662,138,0.92,2,"It looked like it was just out the ocean and the shape of a crab",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",71688,138,0.92,2,"small crustacean with claws and stalk eyes.",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72117,138,0.92,2,"A crustacean",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72707,138,0.92,2,"animal living in the water with several pairs of legs and pinchers for defense",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",71702,138,0.92,2,"A species living in Sea",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72195,138,0.92,2,"short thing with arms up and wide",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72752,138,0.92,2,"wide bent legs",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",71739,138,0.92,2,"A crustacean",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72228,138,0.92,2,"A wide and short creature",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72842,138,0.92,2,"something you could eat",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72519,138,0.92,2,"nasty creature",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72272,138,0.92,2,"Crustacean",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72602,138,0.92,2,"A crab is something that would be considered a sea creature",8918,6657,60,161,889,22,0.916666666666667
24,727,"crab",72550,138,0.92,2,"x with head low legs",8918,6657,60,161,889,22,0.916666666666667
24,727,"frog",71658,168,0.903225806,1,"Something that has the appearance of a frog from above.",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72618,168,0.903225806,1,"A amphibious creature that sits on lily pads and eats flies",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72272,168,0.903225806,1,"An amphibian",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",71666,168,0.903225806,1,"An amphibian shaped like a ball with arms and legs",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72662,168,0.903225806,1,"The flatter shape that was similar to a frog",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72519,168,0.903225806,1,"animal jumps",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",71688,168,0.903225806,1,"small green hopping amphibian.",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72707,168,0.903225806,1,"amphibian with long legs for jumping",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72550,168,0.903225806,1,"x with head",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",71702,168,0.903225806,1,"A species living in the land and water.",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72752,168,0.903225806,1,"tall eyes and long legs",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72602,168,0.903225806,1,"A frog is a reptile that lives in the water and on land and has bulgy eyes",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",71739,168,0.903225806,1,"An amphibian animal",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72842,168,0.903225806,1,"im not exactly sure i can define it",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72017,168,0.903225806,1,"A frog is an amphibious creature that hops and make croaking sounds.",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",71753,168,0.903225806,1,"It's a shape which seems a lot like a frog",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72117,168,0.903225806,1,"An amphibious animal",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72058,168,0.903225806,1,"looked like the shape of a frog",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",71774,168,0.903225806,1,"A more compact shape with both arms and feet extended",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72195,168,0.903225806,1,"A short stubby amphibian",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72000,168,0.903225806,1,"an animal",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",71987,168,0.903225806,1,"flat, with a slight stance",5689,2208,72,490,920,22,0.916666666666667
24,727,"frog",72228,168,0.903225806,1,"An amphibian with four legs.",5689,2208,72,490,920,22,0.916666666666667
24,728,"bunny",72070,152,0.863636364,2,"Two long ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72066,152,0.863636364,2,"rabbit",42801,42573,68,736,1418,24,1
24,728,"bunny",72028,152,0.863636364,2,"An animal with two long, or fluffy ears.",42801,42573,68,736,1418,24,1
24,728,"bunny",72149,152,0.863636364,2,"A fluffy pet with long ears.",42801,42573,68,736,1418,24,1
24,728,"bunny",72021,152,0.863636364,2,"big ears",42801,42573,68,736,1418,24,1
24,728,"bunny",71656,152,0.863636364,2,"Two long ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72215,152,0.863636364,2,"A rabbit; an animal with two long ears and a bushy tail",42801,42573,68,736,1418,24,1
24,728,"bunny",72684,152,0.863636364,2,"A small animal with big ears.",42801,42573,68,736,1418,24,1
24,728,"bunny",71710,152,0.863636364,2,"an A shape with ears at the top",42801,42573,68,736,1418,24,1
24,728,"bunny",72264,152,0.863636364,2,"a furry animal with two long ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72755,152,0.863636364,2,"tall ears",42801,42573,68,736,1418,24,1
24,728,"bunny",71712,152,0.863636364,2,"tall ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72270,152,0.863636364,2,"A bunny has long ears.",42801,42573,68,736,1418,24,1
24,728,"bunny",72812,152,0.863636364,2,"A small furry animal with long floppy ears and a fuzzy tail",42801,42573,68,736,1418,24,1
24,728,"bunny",71984,152,0.863636364,2,"Having big upright ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72273,152,0.863636364,2,"it looks like a bunny with the bunny ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72888,152,0.863636364,2,"A fluffy animal with long ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72518,152,0.863636364,2,"A small rabbit: bugs bunny",42801,42573,68,736,1418,24,1
24,728,"bunny",72312,152,0.863636364,2,"animal",42801,42573,68,736,1418,24,1
24,728,"bunny",72511,152,0.863636364,2,"tall ears",42801,42573,68,736,1418,24,1
24,728,"bunny",72507,152,0.863636364,2,"Bunny: with two ears and 4 legs",42801,42573,68,736,1418,24,1
24,728,"bunny",72499,152,0.863636364,2,"a skinny or wide animal with big ears and a ball tail",42801,42573,68,736,1418,24,1
24,728,"crab",71656,160,0.91954023,1,"shape X",4655,4605,68,172,756,24,1
24,728,"crab",72684,160,0.91954023,1,"A wide, short looking animal.",4655,4605,68,172,756,24,1
24,728,"crab",72499,160,0.91954023,1,"a flat wide animal with short arms and legs",4655,4605,68,172,756,24,1
24,728,"crab",71710,160,0.91954023,1,"flat with legs and claws",4655,4605,68,172,756,24,1
24,728,"crab",72755,160,0.91954023,1,"wide with claws",4655,4605,68,172,756,24,1
24,728,"crab",72507,160,0.91954023,1,"Crab: having head with minimum 4 legs",4655,4605,68,172,756,24,1
24,728,"crab",71712,160,0.91954023,1,"mr crabs",4655,4605,68,172,756,24,1
24,728,"crab",72812,160,0.91954023,1,"An animal with a flat body, long spindly legs, and pincer claws",4655,4605,68,172,756,24,1
24,728,"crab",72511,160,0.91954023,1,"Wide, sharp angles",4655,4605,68,172,756,24,1
24,728,"crab",71984,160,0.91954023,1,"Having four legs and claws",4655,4605,68,172,756,24,1
24,728,"crab",72888,160,0.91954023,1,"An animal with pinchers that lives on a beach and is a crustacean",4655,4605,68,172,756,24,1
24,728,"crab",72518,160,0.91954023,1,"It's a crustacean, a shell fish with pincers",4655,4605,68,172,756,24,1
24,728,"crab",72021,160,0.91954023,1,"low wide critter with claws",4655,4605,68,172,756,24,1
24,728,"crab",72312,160,0.91954023,1,"a red sea creature",4655,4605,68,172,756,24,1
24,728,"crab",72215,160,0.91954023,1,"A shellfish that lives in shallow water",4655,4605,68,172,756,24,1
24,728,"crab",72028,160,0.91954023,1,"A wide creature with claws facing upwards, and legs downwards.",4655,4605,68,172,756,24,1
24,728,"crab",72270,160,0.91954023,1,"Crab is an animal with pinchers and a hard shell.",4655,4605,68,172,756,24,1
24,728,"crab",72264,160,0.91954023,1,"sea creature with two claws",4655,4605,68,172,756,24,1
24,728,"crab",72066,160,0.91954023,1,"crustacean with pinchers for hands",4655,4605,68,172,756,24,1
24,728,"crab",72273,160,0.91954023,1,"it looks like a crab because its wide body",4655,4605,68,172,756,24,1
24,728,"crab",72149,160,0.91954023,1,"A crestation with pinchers",4655,4605,68,172,756,24,1
24,728,"crab",72070,160,0.91954023,1,"An animal with many legs",4655,4605,68,172,756,24,1
24,728,"frog",72499,116,0.90625,3,"A wide four legged animal",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72312,116,0.90625,3,"reptile",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72215,116,0.90625,3,"An amphibian that says ""ribbit!""",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72507,116,0.90625,3,"Frog: with 4 legs and big belly",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72270,116,0.90625,3,"A frog is an amphibian and is small and slimy.",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72264,116,0.90625,3,"a reptile",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72511,116,0.90625,3,"short, four legs, fat",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72273,116,0.90625,3,"it looked like a frog that was leaping",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72149,116,0.90625,3,"Slimy jumping animal",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72518,116,0.90625,3,"An amphibian which either croaks or goes by the name Kermit",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72021,116,0.90625,3,"belly with 4 legs",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",71656,116,0.90625,3,"Wide legs and hands",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72684,116,0.90625,3,"An animal with wide legs and short to the ground.",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72028,116,0.90625,3,"An amphibian.",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",71710,116,0.90625,3,"and X with a round body",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72755,116,0.90625,3,"wide with legs",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72066,116,0.90625,3,"green leaping reptile",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",71712,116,0.90625,3,"frogger",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72812,116,0.90625,3,"A small amphibian with slimy skin, large eyes, and large muscular hind legs",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72070,116,0.90625,3,"Squat animal",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",71984,116,0.90625,3,"Having long legs that are equal",5680,1848,53,552,890,22,0.916666666666667
24,728,"frog",72888,116,0.90625,3,"An amphibian that jumps high",5680,1848,53,552,890,22,0.916666666666667
6,410,"crab",13495,28,0.875,2,"a red ocean creature with a round body and many legs",12423,7007,14,483,854,6,1
6,410,"crab",14933,28,0.875,2,"looks lit a crab. Head with four legs",12423,7007,14,483,854,6,1
6,410,"crab",13947,28,0.875,2,"walking position; squat positions. short arms . small head",12423,7007,14,483,854,6,1
6,410,"crab",15326,28,0.875,2,"a squat creature with a hard shell and two big claws for hands.",12423,7007,14,483,854,6,1
6,410,"crab",15211,28,0.875,2,"In the sea, a crustacean.",12423,7007,14,483,854,6,1
6,410,"crab",15764,28,0.875,2,"A crab is a crustacean that has stalked eyes and two front legs that look like pincers.",12423,7007,14,483,854,6,1
6,410,"down",15211,26,1,3,"very sad.",3432,3432,12,1294,1496,4,0.666666666666667
6,410,"down",13947,26,1,3,"everything facing south",3432,3432,12,1294,1496,4,0.666666666666667
6,410,"down",15326,26,1,3,"below, underneath, the opposite of up.",3432,3432,12,1294,1496,4,0.666666666666667
6,410,"down",13495,26,1,3,"down would be sad, depressed, unhappy",3432,3432,12,1294,1496,4,0.666666666666667
6,410,"down",14933,26,1,3,"circle was down",3432,3432,12,1294,1496,4,0.666666666666667
6,410,"down",15764,26,1,3,"Down means something is toward a lower level or position and is not upward.",3432,3432,12,1294,1496,4,0.666666666666667
6,410,"frog",13495,34,1,1,"a green water creature with a round body and 4 legs",6571,3005,17,522,832,6,1
6,410,"frog",15211,34,1,1,"It is an amphibian.",6571,3005,17,522,832,6,1
6,410,"frog",15764,34,1,1,"A frog is an amphibian with four legs. A frogs' two hind legs are folded when it is sitting, but they straighten out when it jumps and propels itself.",6571,3005,17,522,832,6,1
6,410,"frog",13947,34,1,1,"two hands up. squat position",6571,3005,17,522,832,6,1
6,410,"frog",15326,34,1,1,"a small reptile that jumps and eats flies who's hands and feet have suction cups.",6571,3005,17,522,832,6,1
6,410,"frog",14933,34,1,1,"looks like a frog. Head with four legs",6571,3005,17,522,832,6,1
6,411,"crab",14787,34,0.894736842,3,"a small creature with two big ears",8874,5313,17,538,837,6,1
6,411,"crab",14665,34,0.894736842,3,"many legs",8874,5313,17,538,837,6,1
6,411,"crab",15451,34,0.894736842,3,"short legs, low body, claws",8874,5313,17,538,837,6,1
6,411,"crab",14188,34,0.894736842,3,"long ears",8874,5313,17,538,837,6,1
6,411,"crab",14710,34,0.894736842,3,"Two arms more oval body",8874,5313,17,538,837,6,1
6,411,"crab",15521,34,0.894736842,3,"tall, narrow, funny, cute",8874,5313,17,538,837,6,1
6,411,"frog",14188,74,1,1,"roundish body with four legs",4397,1944,34,580,892,6,1
6,411,"frog",14787,74,1,1,"a squat creature with four legs",4397,1944,34,580,892,6,1
6,411,"frog",15521,74,1,1,"flat, squat, round",4397,1944,34,580,892,6,1
6,411,"frog",14665,74,1,1,"four legs",4397,1944,34,580,892,6,1
6,411,"frog",15451,74,1,1,"rounding head and spread out legs",4397,1944,34,580,892,6,1
6,411,"frog",14710,74,1,1,"Two arm, two leg and curved head",4397,1944,34,580,892,6,1
6,411,"rabbit",14188,34,0.85,2,"short with long front legs and short back leggs",1490,1490,16,848,977,5,0.833333333333333
6,411,"rabbit",14710,34,0.85,2,"Two long ears",1490,1490,16,848,977,5,0.833333333333333
6,411,"rabbit",14665,34,0.85,2,"rabbit ears",1490,1490,16,848,977,5,0.833333333333333
6,411,"rabbit",15451,34,0.85,2,"tall ears, rounding head",1490,1490,16,848,977,5,0.833333333333333
6,411,"rabbit",14787,34,0.85,2,"a small round creature with four legs, two of which have big claws",1490,1490,16,848,977,5,0.833333333333333
6,411,"rabbit",15521,34,0.85,2,"jagged, reaching",1490,1490,16,848,977,5,0.833333333333333
6,412,"bench",13567,44,0.846153846,1,"A wide Flat surface to sit",4421,4421,21,254,504,6,1
6,412,"bench",14343,44,0.846153846,1,"a wide, long, flat structure with or without arms",4421,4421,21,254,504,6,1
6,412,"bench",15333,44,0.846153846,1,"It would be a semi long horizontal shape with legs.",4421,4421,21,254,504,6,1
6,412,"bench",14026,44,0.846153846,1,"a person sitting",4421,4421,21,254,504,6,1
6,412,"bench",15024,44,0.846153846,1,"something you can sit on",4421,4421,21,254,504,6,1
6,412,"bench",14289,44,0.846153846,1,"A person seitting on a long skin wood",4421,4421,21,254,504,6,1
6,412,"bunny",14343,30,0.833333333,3,"narrow body with long legs and floppy ears",31041,31041,15,830,1316,6,1
6,412,"bunny",14026,30,0.833333333,3,"long ears raised",31041,31041,15,830,1316,6,1
6,412,"bunny",15024,30,0.833333333,3,"the tallest slimest item there",31041,31041,15,830,1316,6,1
6,412,"bunny",13567,30,0.833333333,3,"an Animal with long ears",31041,31041,15,830,1316,6,1
6,412,"bunny",14289,30,0.833333333,3,"Skinny and reaching to sky",31041,31041,15,830,1316,6,1
6,412,"bunny",15333,30,0.833333333,3,"A shape that had two upward pointing shapes that were closer together and on the longer side.",31041,31041,15,830,1316,6,1
6,412,"crab",13567,36,0.947368421,2,"A mini creature with multiple legs.",9062,5143,18,516,841,6,1
6,412,"crab",14289,36,0.947368421,2,"A animal with 4 legs and a shell",9062,5143,18,516,841,6,1
6,412,"crab",14026,36,0.947368421,2,"claws raised and small antlers",9062,5143,18,516,841,6,1
6,412,"crab",15024,36,0.947368421,2,"has it's pinchers up",9062,5143,18,516,841,6,1
6,412,"crab",14343,36,0.947368421,2,"roundish body with four short legs emerging from it",9062,5143,18,516,841,6,1
6,412,"crab",15333,36,0.947368421,2,"Longer horizontal shape with upward pointing limbs and more than two lower limbs.",9062,5143,18,516,841,6,1
6,413,"couch",13513,34,0.894736842,2,"A type of furniture",4048,4048,17,300,557,6,1
6,413,"couch",14192,34,0.894736842,2,"A lower vee",4048,4048,17,300,557,6,1
6,413,"couch",15859,34,0.894736842,2,"long like a couch",4048,4048,17,300,557,6,1
6,413,"couch",14656,34,0.894736842,2,"A low and flat shape with raised sides.",4048,4048,17,300,557,6,1
6,413,"couch",13534,34,0.894736842,2,"rectangle with suspended circle and ""legs"" on rectangle's lower ends",4048,4048,17,300,557,6,1
6,413,"couch",15789,34,0.894736842,2,"looked like a couch with a ball or sun over it",4048,4048,17,300,557,6,1
6,413,"v",14656,24,1,3,"It's the same as 'vee,' namely the shape of the letter V.",4864,4864,12,10,230,6,1
6,413,"v",15789,24,1,3,"the letter V was apparent",4864,4864,12,10,230,6,1
6,413,"v",13513,24,1,3,"A letter",4864,4864,12,10,230,6,1
6,413,"v",14192,24,1,3,"Two lines with a space in the middle",4864,4864,12,10,230,6,1
6,413,"v",13534,24,1,3,"two planes/lines coming to a sharply angled intersection",4864,4864,12,10,230,6,1
6,413,"v",15859,24,1,3,"V shaped",4864,4864,12,10,230,6,1
6,413,"vee",13513,38,0.904761905,1,"A shape similar to the letter 'v'",3869,3869,19,8,228,6,1
6,413,"vee",14656,38,0.904761905,1,"The shape of the letter V.",3869,3869,19,8,228,6,1
6,413,"vee",15859,38,0.904761905,1,"it was the shape of a V",3869,3869,19,8,228,6,1
6,413,"vee",13534,38,0.904761905,1,"two planes/lines coming to a sharply angled intersection",3869,3869,19,8,228,6,1
